Pixel_X,Pixel_Y,esp,Altitude,Distance,Latitude,Longitude
358,1075,-112.0102999566398,6.394439697265625,360.9238146756182,22.53942714,113.9347975
359,960,-118.76434862436486,14.9539794921875,263.30970358116315,22.53941719,113.9336747
359,1076,-115.53901891043868,6.565155029296875,361.3585477057378,22.53941221,113.9348093
360,1077,-114.53901891043868,6.31634521484375,361.7982863419892,22.53940444,113.9348163
361,958,-117.1244260279434,15.6900634765625,260.4995201531089,22.53939311,113.9336535
362,957,-111.53901891043868,15.4693603515625,259.09457732650446,22.53938629,113.9336461
362,1078,-118.1244260279434,6.2904052734375,361.7969043538101,22.53938745,113.9348243
363,955,-111.0102999566398,15.24957275390625,256.9065978132909,22.53937403,113.9336264
363,1078,-113.53901891043868,6.14935302734375,361.3530129942187,22.53937994,113.9348274
364,954,-119.79009749652566,15.91888427734375,255.50146770615623,22.53936954,113.9336162
365,950,-114.1244260279434,15.98846435546875,251.75384803414624,22.53935673,113.9335851
365,951,-114.53901891043868,16.0677490234375,252.53316613862825,22.53935864,113.9335942
365,1082,-110.53901891043868,8.69354248046875,364.07142156450567,22.53935653,113.9348613
366,945,-113.53901891043868,15.8228759765625,247.24481794367296,22.53934698,113.9335339
366,948,-118.76434862436486,15.76641845703125,249.5696295625732,22.53935261,113.9335649
366,1082,-113.76434862436486,8.6710205078125,363.638556811568,22.53935215,113.9348683
367,941,-124.79009749652566,15.4068603515625,243.5261792908516,22.53934085,113.9334879
367,942,-122.97322793708696,15.2371826171875,244.29490375363952,22.53934405,113.9334996
367,944,-114.1244260279434,15.55035400390625,245.8373446000424,22.53934571,113.9335229
367,1084,-121.97322793708696,9.3778076171875,365.0150681821231,22.53934338,113.9348834
367,1085,-113.53901891043868,9.42156982421875,365.9193900300994,22.539338,113.9348907
368,935,-114.1244260279434,15.6072998046875,238.29813259864207,22.53933002,113.9334384
368,937,-118.45540463109292,15.28778076171875,239.8207664069148,22.53933508,113.9334569
368,938,-122.45540463109292,15.60223388671875,240.58470441821524,22.53933669,113.9334671
369,932,-112.1244260279434,15.7572021484375,235.3720459187964,22.53932296,113.9334016
369,933,-120.97322793708696,15.784423828125,236.12920192132103,22.53932333,113.9334105
369,934,-122.19331048066094,15.6561279296875,236.88815926508445,22.53932836,113.9334279
369,1087,-111.53901891043868,10.435028076171877,366.8855407344367,22.53932565,113.9349153
370,1090,-116.76434862436486,10.430938720703123,369.1950703896248,22.53931231,113.9349402
371,929,-129.41392685158226,16.78009033203125,231.7951681981313,22.53930566,113.9333746
371,930,-123.97322793708696,16.70233154296875,232.5510696599781,22.5393092,113.933384
372,926,-121.45540463109292,16.97979736328125,228.87769659798656,22.53929714,113.9333447
372,927,-121.97322793708696,17.1949462890625,229.63013739489853,22.53929857,113.9333543
372,1094,-123.19331048066094,10.71893310546875,372.02284876066415,22.53929796,113.9349842
372,1095,-118.76434862436486,10.531005859375,372.93699199730776,22.5392968,113.9349933
372,1097,-115.1244260279434,10.47454833984375,374.7665940288702,22.53929535,113.935011
372,1098,-111.0102999566398,10.5150146484375,375.6820464169136,22.53929616,113.935018
372,1099,-124.6389203414338,10.677337646484377,376.5979288312669,22.53929844,113.9350331
372,1100,-123.79009749652566,10.61346435546875,377.5142381420865,22.53929847,113.9350426
373,923,-113.45540463109292,16.133544921875,225.96681172242967,22.539289,113.933315
373,1102,-113.0102999566398,10.05462646484375,378.9511841913151,22.53929143,113.9350597
373,1103,-111.1244260279434,9.92852783203125,379.8697145074874,22.53928673,113.9350676
374,921,-121.19331048066094,15.8428955078125,223.80795338861395,22.53927526,113.9332986
375,920,-116.1244260279434,15.60870361328125,222.396043130268,22.53926649,113.9332909
375,1104,-124.6389203414338,9.62481689453125,380.0052631214468,22.53927251,113.9350802
376,1105,-121.97322793708696,9.098358154296877,380.5390912902379,22.53926361,113.9350844
378,1105,-119.76434862436486,8.656463623046875,379.7709836203919,22.53924156,113.935084
379,1104,-123.97322793708696,8.02166748046875,378.4653220573848,22.53923072,113.9350828
380,919,-114.1244260279434,14.58062744140625,218.3437656540713,22.53922879,113.9332802
382,917,-115.1244260279434,13.505615234375,215.52262062252305,22.53920315,113.9332614
382,918,-112.45540463109292,13.700927734375,216.27991122617004,22.5392114,113.933267
382,1105,-117.1244260279434,7.322601318359375,378.2618140917743,22.53920753,113.9350828
384,916,-112.53901891043868,12.93707275390625,213.45959805077868,22.53918971,113.9332494
385,915,-112.53901891043868,12.78253173828125,212.0495225177364,22.53918409,113.9332434
386,913,-114.0102999566398,12.0904541015625,209.8809186181536,22.53916862,113.9332251
386,1105,-118.76434862436486,5.719207763671875,376.7890656587582,22.53917445,113.9350837
387,913,-106.1244260279434,11.76763916015625,209.2295390235327,22.5391582,113.9332187
388,913,-108.0102999566398,11.69012451171875,208.58091954922435,22.53915039,113.9332195
388,1104,-118.45540463109292,5.015594482421875,375.1333096380538,22.53915675,113.9350824
389,1104,-120.79009749652566,4.45062255859375,374.77459892580765,22.53914455,113.9350821
390,913,-110.53901891043868,10.996551513671877,207.2920644887305,22.53913552,113.9332198
391,913,-110.53901891043868,10.674285888671877,206.65188119153427,22.53912939,113.9332219
392,1105,-107.53901891043868,3.4202880859375,374.64916922368855,22.53911805,113.9350836
393,1104,-115.76434862436486,3.2366943359375,373.3630940518894,22.53910782,113.9350828
395,1105,-112.1244260279434,3.32806396484375,373.6107600163571,22.53908986,113.9350858
396,916,-107.1244260279434,9.20733642578125,205.84703058339213,22.5390812,113.9332454
396,1105,-112.76434862436486,3.1092529296875,373.2693397534815,22.53907953,113.9350869
397,915,-115.53901891043868,8.94140625,204.4431461311433,22.53907227,113.9332442
398,1105,-115.1244260279434,3.108795166015625,372.5936123982804,22.53906177,113.9350888
399,915,-116.1244260279434,8.33282470703125,203.21663317750347,22.5390582,113.9332399
400,915,-118.1244260279434,8.114349365234375,202.6079958935481,22.53905005,113.9332393
401,1105,-113.76434862436486,3.527313232421875,371.5979009628553,22.53903573,113.9350905
402,915,-115.1244260279434,7.580718994140625,201.40009930484143,22.53902546,113.9332372
402,1105,-117.45540463109292,3.554351806640625,371.2707906636341,22.5390273,113.9350893
404,915,-111.53901891043868,7.297760009765625,200.20489504505127,22.53900614,113.9332429
404,1105,-112.53901891043868,3.5010986328125,370.6237984803458,22.53901049,113.9350869
405,916,-132.41392685158226,7.312042236328125,200.4195599236761,22.5389982,113.933246
407,1105,-110.53901891043868,3.67779541015625,369.6714757727461,22.53898564,113.9350863
408,1105,-110.53901891043868,3.8067626953125,369.3589040486232,22.53897819,113.9350881
409,1105,-113.0102999566398,3.856536865234375,369.0487772639276,22.53896109,113.9350891
410,1105,-118.1244260279434,4.3341064453125,368.7411015875502,22.53895199,113.9350895
412,1106,-112.53901891043868,4.695404052734375,369.08671067921154,22.53893601,113.9350954
415,1106,-113.0102999566398,5.031707763671875,368.19560019098543,22.53891111,113.9350995
416,1106,-113.0102999566398,5.203125,367.903519961416,22.53890263,113.9351011
418,1107,-121.45540463109292,5.50189208984375,368.28521555989727,22.53888665,113.9351039
419,1107,-116.53901891043868,5.78363037109375,368.001358693144,22.53887734,113.9351036
421,1107,-116.1244260279434,5.70208740234375,367.441151750862,22.53886026,113.9351061
422,1107,-115.1244260279434,5.780548095703125,367.1648131289272,22.53885159,113.9351071
423,1108,-111.1244260279434,6.2386474609375,367.8532316019529,22.53883454,113.9351125
424,1108,-111.53901891043868,6.502716064453125,367.5826437687177,22.53882593,113.935115
427,1108,-115.45540463109292,7.238555908203125,366.7860411738702,22.53880742,113.9351199
427,1109,-113.0102999566398,7.302520751953125,367.7512746408909,22.53879892,113.9351245
429,1110,-115.45540463109292,8.140655517578125,368.2010320463537,22.53878343,113.9351355
432,1111,-118.1244260279434,9.992706298828123,368.4155262743415,22.53876037,113.935147
433,1112,-111.53901891043868,10.39105224609375,369.139540011633,22.53875128,113.9351529
435,1112,-109.76434862436486,10.584197998046877,368.6570221764397,22.53873327,113.9351574
436,1112,-117.1244260279434,10.379486083984377,368.41959774148825,22.53872492,113.9351583
441,1114,-120.19331048066094,10.074951171875,369.2208011474976,22.53868152,113.935176
441,1115,-115.1244260279434,10.845733642578123,370.19589408852175,22.53867359,113.9351806
444,1115,-121.19331048066094,10.153472900390623,369.5429609666513,22.53865445,113.9351886
445,1116,-112.53901891043868,9.829681396484377,370.3079799302197,22.53864534,113.9351901
448,1116,-111.1244260279434,9.894622802734377,369.6877060438986,22.53861088,113.9351919
450,1117,-120.45540463109292,9.935821533203123,370.2674708909763,22.53859445,113.9352005
451,1117,-116.53901891043868,9.917144775390623,370.0716146909946,22.53858614,113.9352065
453,1118,-115.53901891043868,9.7235107421875,370.66966425646433,22.53856968,113.9352151
454,1118,-115.0102999566398,9.653900146484377,370.4821183269174,22.53855991,113.9352168
456,1119,-116.76434862436486,9.243560791015623,371.098369708087,22.5385396,113.9352204
457,1119,-110.53901891043868,9.21051025390625,370.91912865205535,22.53853135,113.9352194
460,1118,-118.76434862436486,9.305267333984377,369.4116944548453,22.53851097,113.9352169
461,1118,-121.19331048066094,9.240997314453123,369.2424677633926,22.53850087,113.9352128
463,1117,-112.53901891043868,9.148223876953123,367.9252641502076,22.53848312,113.9352041
464,1117,-110.1244260279434,8.830657958984375,367.76351096866586,22.53847509,113.9352
465,1114,-109.0102999566398,7.353485107421875,364.6422904710862,22.53846295,113.9351717
465,1115,-110.1244260279434,7.885528564453125,365.6295939882328,22.5384639,113.9351825
466,1111,-110.1244260279434,5.911102294921875,361.5217835760384,22.5384502,113.9351467
466,1112,-111.53901891043868,6.370269775390625,362.50931022526856,22.53845389,113.9351558
467,969,-114.53901891043868,11.683013916015623,222.17335573826128,22.53844143,113.9337687
467,970,-115.45540463109292,11.84796142578125,223.14121089570165,22.53844165,113.9337793
467,973,-121.97322793708696,12.16546630859375,226.04645540242387,22.53844287,113.9338028
467,974,-112.0102999566398,12.30926513671875,227.01541797860332,22.53844316,113.9338125
467,976,-113.0102999566398,13.1336669921875,228.9541438803849,22.53844235,113.9338292
467,977,-109.0102999566398,13.47796630859375,229.9239004540416,22.53844256,113.9338398
467,979,-112.0102999566398,13.59893798828125,231.8641843838759,22.53844315,113.9338609
467,980,-111.53901891043868,13.28326416015625,232.8347053168836,22.53844011,113.9338718
468,966,-108.53901891043868,10.849334716796877,219.01826407859232,22.5384332,113.9337348
468,967,-116.76434862436486,11.15057373046875,219.98636321372285,22.53843666,113.9337461
468,982,-116.1244260279434,12.5535888671875,234.53997527074145,22.53843055,113.9338924
468,1108,-111.1244260279434,2.753753662109375,358.24712141202195,22.53843488,113.9351183
468,1109,-112.53901891043868,3.922576904296875,359.23529893372114,22.53843847,113.9351294
469,964,-111.53901891043868,10.31707763671875,216.83173199511185,22.53842571,113.9337128
469,983,-108.53901891043868,12.039306640625,235.28068344001383,22.53842223,113.933901
470,963,-115.53901891043868,9.9539794921875,215.61539833694624,22.53842005,113.9337032
470,990,-112.76434862436486,12.17877197265625,241.8780684559888,22.5384123,113.9339679
470,1106,-114.53901891043868,1.844268798828125,355.9676951634797,22.53841367,113.9350941
470,1107,-115.1244260279434,2.5416259765625,356.9565799925812,22.53842071,113.9351029
471,959,-114.0102999566398,9.0477294921875,211.49231664530984,22.53840723,113.9336707
471,985,-110.53901891043868,11.67425537109375,236.78048906107108,22.53840712,113.9339196
471,986,-109.0102999566398,12.032958984375,237.7561776274173,22.53840502,113.9339296
471,987,-118.45540463109292,12.7266845703125,238.73206738936435,22.5384069,113.9339447
471,988,-106.53901891043868,12.71514892578125,239.70815588961503,22.53840942,113.9339521
471,991,-106.1244260279434,12.05572509765625,242.6375898330677,22.53840798,113.9339756
472,957,-110.53901891043868,8.694549560546875,209.3083849252103,22.53840031,113.9336512
472,1103,-108.1244260279434,0.07421875,352.706676999458,22.53839487,113.9350681
472,1104,-113.53901891043868,0.46746826171875,353.696197321939,22.53840169,113.9350751
473,953,-113.53901891043868,7.959381103515625,205.1852821232556,22.53838808,113.9336115
473,954,-112.53901891043868,8.171905517578125,206.15528128088303,22.5383911,113.9336218
473,991,-103.53901891043868,11.781494140625,242.2168449963792,22.53838956,113.933983
474,950,-116.76434862436486,7.302398681640625,202.03217565526532,22.53838037,113.9335808
475,992,-110.53901891043868,12.58502197265625,242.792092128224,22.53836969,113.9339853
481,976,-103.53901891043868,13.28033447265625,225.93804460515275,22.53831516,113.9338335
481,977,-106.0102999566398,13.0028076171875,226.92069099136816,22.53831542,113.9338414
481,978,-105.53901891043868,12.33087158203125,227.90348834539589,22.53831631,113.9338572
481,979,-106.53901891043868,12.09759521484375,228.8864347225497,22.53831677,113.9338656
481,981,-101.45540463109292,11.698333740234377,230.8527669316528,22.53831738,113.9338827
481,982,-102.76434862436486,11.664215087890623,231.8361490363399,22.5383182,113.9338915
481,984,-101.45540463109292,11.452789306640623,233.80333616097096,22.53831706,113.9339087
481,985,-105.1244260279434,11.520416259765623,234.7871376374779,22.5383157,113.9339176
482,974,-104.76434862436486,13.560791015625,223.78784596130328,22.53830891,113.9338154
482,986,-101.45540463109292,11.737060546875,235.5949914577982,22.53831231,113.9339341
482,987,-110.53901891043868,12.136962890625,236.57979626333267,22.53831222,113.933941
483,973,-106.76434862436486,13.66387939453125,222.62299971027247,22.53829982,113.9338069
485,970,-103.76434862436486,13.58868408203125,219.31712199461307,22.53827864,113.9337782
485,971,-106.1244260279434,13.656982421875,220.30206535572924,22.53828565,113.9337875
486,969,-106.53901891043868,13.6439208984375,218.16049138191812,22.53827005,113.9337607
488,964,-101.19331048066094,13.783447265625,212.8966885604377,22.5382506,113.9337116
488,965,-104.45540463109292,13.314697265625,213.88314566603887,22.53825577,113.933728
488,966,-103.76434862436486,13.2889404296875,214.8697279748825,22.5382571,113.9337354
489,955,-101.19331048066094,15.71246337890625,203.8553408669981,22.53824173,113.9336317
489,956,-101.19331048066094,15.75482177734375,204.84140206510983,22.53824374,113.9336403
489,958,-100.19331048066094,15.33984375,206.81392603013947,22.53824385,113.9336565
489,959,-99.19331048066094,15.1832275390625,207.8003849852064,22.53824713,113.9336648
489,960,-99.76434862436486,14.49810791015625,208.78697277368624,22.53824661,113.9336817
489,961,-102.45540463109292,14.3677978515625,209.7736875778276,22.53824523,113.9336899
489,963,-102.45540463109292,13.9593505859375,211.7474911303556,22.53824917,113.9337043
490,953,-103.76434862436486,15.90679931640625,201.71762441591463,22.53823354,113.9336069
500,1112,-111.0102999566398,0.32843017578125,358.73806600359546,22.53814624,113.9351547
501,1113,-113.53901891043868,0.5390625,359.67346301888887,22.5381394,113.9351608
502,1114,-112.0102999566398,0.237091064453125,360.6119798342812,22.53812879,113.9351756
502,1115,-113.53901891043868,0.0015869140625,361.6102874642811,22.53812693,113.9351843
506,1122,-114.53901891043868,0.226837158203125,368.3924537772184,22.53809686,113.9352501
507,1123,-110.53901891043868,0.26605224609375,369.3467205756672,22.53808568,113.9352603
508,1123,-112.0102999566398,1.287750244140625,369.3047522033801,22.53807874,113.935264
509,1124,-114.1244260279434,1.201324462890625,370.2647701307809,22.53806609,113.9352735
510,1125,-109.0102999566398,1.11712646484375,371.22769293251815,22.53805799,113.9352775
512,1125,-125.79009749652566,1.265228271484375,371.1630369527656,22.53803997,113.9352854
517,1128,-121.19331048066094,0.98773193359375,374.0481252459368,22.53799315,113.9353157
518,1129,-107.1244260279434,0.9154052734375,375.0333318519835,22.53798738,113.9353213
521,1133,-113.53901891043868,1.85589599609375,379.0052770081177,22.53796015,113.9353591
522,1134,-113.0102999566398,2.140350341796875,380.00131578719567,22.53795214,113.935367
523,1135,-107.1244260279434,2.430145263671875,381.0,22.53794024,113.9353824
524,1136,-117.1244260279434,2.85040283203125,382.00130889828114,22.53793463,113.93539
527,1140,-113.53901891043868,2.2767333984375,386.0207248322297,22.53790561,113.9354302
528,1141,-122.19331048066094,1.942230224609375,387.0322983938162,22.53789976,113.9354418
529,1143,-116.76434862436486,2.326080322265625,389.0462697417879,22.5378846,113.9354568
530,1144,-117.76434862436486,2.10833740234375,390.06281545412656,22.53787625,113.9354651
532,1146,-116.76434862436486,1.00225830078125,392.10330271498606,22.53785898,113.9354854
533,1147,-116.76434862436486,1.177703857421875,393.1272058761642,22.5378511,113.9354921
534,1148,-111.1244260279434,1.31036376953125,394.153523389047,22.53783833,113.9355104
535,1150,-118.76434862436486,0.700592041015625,396.18177646126026,22.53783252,113.9355205
537,1151,-125.6389203414338,1.20831298828125,397.2467746879765,22.53781777,113.935538
538,1152,-122.97322793708696,0.484710693359375,398.2825630127435,22.5378101,113.935547
539,1154,-124.79009749652566,0.404510498046875,400.3198721022977,22.53780098,113.9355642
539,1155,-113.53901891043868,0.111419677734375,401.3190750512615,22.53779565,113.9355735
580,560,-101.76434862436486,38.0531005859375,202.20039564748632,22.53742811,113.9297885
581,559,-104.1244260279434,37.09844970703125,203.44286667268528,22.5374226,113.9297802
582,558,-101.19331048066094,36.530517578125,204.68756679388224,22.53741009,113.9297665
583,557,-100.19331048066094,36.43829345703125,205.93445559206447,22.53740121,113.9297613
585,555,-101.19331048066094,36.54278564453125,208.4346420343797,22.53738149,113.9297402
585,556,-103.76434862436486,36.43780517578125,207.4801195295588,22.53738767,113.9297475
587,553,-101.19331048066094,36.9808349609375,210.94312029549576,22.5373682,113.9297236
588,552,-104.76434862436486,37.6004638671875,212.20037700249264,22.53736008,113.9297134
589,551,-100.45540463109292,38.84796142578125,213.45959805077868,22.53734559,113.9296967
590,548,-104.45540463109292,40.059326171875,216.6217902243447,22.53733439,113.9296751
590,550,-103.45540463109292,39.47369384765625,214.7207488809593,22.53734117,113.9296898
591,546,-107.53901891043868,40.8504638671875,218.8332698654389,22.53732606,113.9296523
591,548,-117.45540463109292,40.02911376953125,216.9331694324314,22.53733254,113.9296659
592,540,-104.53901891043868,41.21014404296875,224.8488381112965,22.53731692,113.929596
592,542,-106.1244260279434,41.727783203125,222.94618184665103,22.53731646,113.9296159
592,543,-104.1244260279434,41.5677490234375,221.9954954497951,22.53731879,113.9296254
592,545,-106.76434862436486,41.30242919921875,220.0954338463204,22.53732229,113.9296439
595,534,-112.53901891043868,39.77276611328125,231.4821807396846,22.53728959,113.9295384
595,535,-111.1244260279434,40.4451904296875,230.53199344125755,22.53729563,113.929544
597,530,-107.53901891043868,38.35748291015625,235.90676124265704,22.53727352,113.9294939
597,533,-105.1244260279434,39.27239990234375,233.0600780914655,22.53727931,113.9295233
598,526,-111.0102999566398,38.35784912109375,240.0187492676353,22.53726549,113.9294557
598,527,-114.19331048066094,38.4083251953125,239.0690276886573,22.5372683,113.9294645
599,524,-115.45540463109292,39.22808837890625,242.2312944274542,22.53725764,113.9294341
600,523,-111.1244260279434,39.17218017578125,243.4953798329652,22.53725319,113.9294242
601,520,-121.45540463109292,39.1707763671875,246.6576574931336,22.5372405,113.9293979
601,521,-128.6389203414338,39.2696533203125,245.7091776877697,22.53724308,113.9294072
602,517,-107.53901891043868,38.62890625,249.819935153302,22.53722992,113.9293722
602,518,-110.1244260279434,38.4483642578125,248.8714527622644,22.53723218,113.9293811
603,515,-104.1244260279434,38.21453857421875,252.0337279016441,22.53721876,113.929347
603,516,-105.1244260279434,38.57257080078125,251.08564275959708,22.53722359,113.929356
605,513,-106.1244260279434,38.925048828125,254.568261965234,22.53719997,113.929328
606,512,-122.79009749652566,39.078369140625,255.8378392654222,22.53719396,113.9293198
607,509,-110.53901891043868,38.074462890625,259.0,22.53718714,113.9292898
607,510,-113.76434862436486,38.3604736328125,258.054257860629,22.53718886,113.9292997
608,504,-109.53901891043868,36.733642578125,264.0549185302179,22.5371727,113.9292453
609,504,-111.0102999566398,36.547119140625,264.37851652507624,22.53716771,113.9292385
610,502,-123.19331048066094,36.11077880859375,266.59519875646674,22.53715508,113.9292206
611,501,-112.53901891043868,36.00994873046875,267.86750456149025,22.53714829,113.9292106
612,498,-113.53901891043868,34.48516845703125,271.0295186875408,22.53713719,113.9291846
612,499,-108.53901891043868,35.02728271484375,270.085171751431,22.53714022,113.9291922
615,486,-108.53901891043868,33.06927490234375,283.3513719747974,22.53711317,113.9290708
615,487,-113.76434862436486,33.0057373046875,282.4057364856458,22.53711469,113.929081
615,490,-116.76434862436486,33.05633544921875,279.5711000801048,22.53711624,113.9291026
615,491,-113.45540463109292,33.05169677734375,278.6269907959385,22.53711654,113.929114
615,493,-118.97322793708696,33.36981201171875,276.739950133695,22.53711684,113.9291344
615,494,-116.97322793708696,33.14312744140625,275.7970268150112,22.53711778,113.9291434
616,481,-113.76434862436486,32.2872314453125,288.4059638773096,22.5371047,113.9290202
616,483,-113.45540463109292,32.94024658203125,286.5135249861689,22.53710822,113.9290382
617,480,-111.1244260279434,31.69732666015625,289.6756807189724,22.53710003,113.929012
618,477,-120.1244260279434,31.68634033203125,292.8378390850472,22.53708393,113.9289818
618,478,-112.0102999566398,31.47955322265625,291.89210335327675,22.53709078,113.9289909
620,474,-119.76434862436486,30.96820068359375,296.3258341758275,22.53706815,113.9289529
620,475,-121.45540463109292,31.2303466796875,295.3811097548386,22.53707225,113.9289643
621,472,-122.19331048066094,30.36688232421875,298.54312921251426,22.53705798,113.9289351
622,472,-120.19331048066094,29.74176025390625,298.8728826775691,22.53705283,113.9289279
623,470,-121.19331048066094,28.9979248046875,301.091348264941,22.53704257,113.928912
624,469,-122.45540463109292,28.63482666015625,302.3673262771624,22.53703737,113.9289035
