Pixel_X,Pixel_Y,esp,Altitude,Distance,Latitude,Longitude
336,1040,-129.41392685158226,2.78424072265625,963.2984999469272,22.53962134,113.9344564
336,1042,-128.33195619988427,3.024688720703125,963.1967607918956,22.53962349,113.9344742
336,1043,-130.21238401914255,2.850860595703125,963.147444579489,22.53962438,113.9344836
336,1046,-136.10774225511958,2.545623779296875,963.0057113018592,22.53962204,113.9345105
337,1039,-129.26572375596103,2.558807373046875,962.3523263337602,22.53961599,113.9344482
337,1049,-126.5149694202523,2.285919189453125,961.8742121504246,22.53961271,113.9345386
338,1036,-132.26572375596103,2.33074951171875,961.5175505418504,22.53959993,113.9344198
338,1037,-132.1695428927953,2.468170166015625,961.4619077217776,22.53960533,113.9344288
338,1050,-132.21238401914255,2.42816162109375,960.8329719571452,22.53960378,113.9345545
339,1035,-129.41392685158226,2.429351806640625,960.5758689452904,22.53958989,113.9344054
339,1051,-137.1695428927953,2.494140625,959.7926859483772,22.53959719,113.934561
340,1020,-134.1695428927953,5.506439208984375,960.554006810653,22.53958424,113.9342565
340,1021,-134.1695428927953,5.474822998046875,960.481650006912,22.53958856,113.9342747
340,1022,-130.33195619988427,5.659698486328125,960.4103289740276,22.53958804,113.9342841
340,1031,-136.1695428927953,3.453887939453125,959.8150863577838,22.53958217,113.9343663
340,1032,-132.26572375596103,3.264190673828125,959.7541351825477,22.53958456,113.934377
340,1052,-134.21238401914255,2.855316162109375,958.7533572301064,22.53958231,113.934569
341,1016,-128.33195619988427,6.313507080078125,959.8567601470544,22.53957137,113.934225
341,1018,-130.26572375596103,5.678680419921875,959.7046420644218,22.53957974,113.9342462
341,1028,-134.21238401914255,4.1890869140625,959.0062564967968,22.53957823,113.9343368
341,1029,-128.41392685158226,3.817657470703125,958.9421254695196,22.53957836,113.9343473
341,1052,-134.21238401914255,2.90972900390625,957.7541438177128,22.539574,113.9345709
342,1012,-136.1695428927953,6.88494873046875,959.1767303265858,22.53956326,113.9341836
342,1013,-136.1695428927953,6.63189697265625,959.0959284659696,22.53956305,113.9341944
342,1015,-128.5149694202523,6.5198974609375,958.9374327869364,22.5395673,113.9342134
342,1053,-120.6389203414338,2.8441162109375,956.7157362560732,22.53956382,113.9345823
342,1054,-124.6389203414338,2.397125244140625,956.6775841421183,22.5395645,113.9345896
342,1055,-121.97322793708696,2.067840576171875,956.6404758319608,22.53956557,113.9346017
342,1056,-131.33195619988427,1.456085205078125,956.6044114470724,22.53956374,113.9346084
343,1009,-123.5149694202523,7.93682861328125,958.428922768924,22.53955638,113.934154
343,1010,-132.33195619988427,7.55108642578125,958.3449274660976,22.53955936,113.9341631
343,1057,-134.21238401914255,1.252838134765625,955.569986971127,22.53955609,113.9346221
344,1003,-126.6389203414338,9.05792236328125,957.9587673798908,22.53954493,113.9340979
344,1006,-136.1695428927953,8.682403564453125,957.6909731223324,22.53954898,113.9341249
